-114.069026,51.0081,"Carl's Jr-Calgary,AB","100 - 5211 Macleod Trail SW, Calgary,AB T2H 0J3, (403) 452-0066"
-114.087131,51.076288,"Carl's Jr-Calgary,AB","1140 16 Ave NW, Calgary,AB T2M 0K8, (587) 349-1386"
-114.131728,51.078285,"Carl's Jr-Calgary,AB","2500 University Dr NW, Calgary,AB T2N 1N4, (none listed)"
-113.995202,51.081051,"Carl's Jr-Calgary,AB","2791 32nd Ave NE, Calgary,AB T1Y 2G1, (403) 230-1057"
-113.616684,53.5401154,"Carl's Jr-Edmonton,AB","10041 171 St, Edmonton,AB N1G 3C4, (587) 521-5515"
-113.49299,53.601149,"Carl's Jr-Edmonton,AB","104-9710 137 Ave, Edmonton,AB T5E 6W1, (708) 244-4338"
-113.3676452,53.4757524,"Carl's Jr-Edmonton,AB","3791 17th St, Edmonton,AB T6T 1A7, (587) 458-1566"
-113.443443,53.507131,"Carl's Jr-Edmonton,AB","6950 75 St NW, Edmonton,AB T6E5A9, (587) 463-3809"
-118.819716,55.149921,"Carl's Jr-Grande Prairie,AB","10740 76th Ave, Grande Prairie,AB T8W 0G9, (780) 832-0085"
-110.062842,53.277523,"Carl's Jr-Lloydminster,AB","Unit 107 7907 44 St, Lloydminster,AB T5V 0X9, (780) 875-5004"
-113.81483,52.209247,"Carl's Jr-Red Deer,AB","101-1598 Leva Ave, Red Deer,AB T4E 0A5, (403) 340-0267"
-113.8856125,53.5427361,"Carl's Jr-Spruce Grove,AB","420 131 Century Crossing, Spruce Grove,AB T7X 0C8, (780) 948-9223"
-149.84069,61.13732,"Carl's Jr-Anchorage,AK","2242 Abbott Road, Anchorage,AK 99507, (907) 336-3380"
-149.895102,61.195163,"Carl's Jr-Anchorage,AK","650 W Northern Lights Blvd, Anchorage,AK 99503-3804, (907) 276-2275"
-149.565405,61.331465,"Carl's Jr-Eagle River,AK","12319 Old Glenn Hwy, Eagle River,AK 99577-7555, (907) 622-4304"
-149.405521,61.578809,"Carl's Jr-Wasilla,AK","1741 E Palmer Wasilla Hwy, Wasilla,AK 99654, (907) 376-4360"
-111.528635,33.388242,"Carl's Jr-Apache Junction,AZ","2933 S Tomahawk Rd, Apache Junction,AZ 85219-8577, (480) 474-2493"
-112.556955,33.443392,"Carl's Jr-Buckeye,AZ","416 S Watson Rd, Buckeye,AZ 85326, (623) 327-3667"
-114.3521,34.9855,"Carl's Jr/Green Burrito-Bullhead City,AZ","2195 Highway 95, Bullhead City,AZ 86442, (928) 763-9500"
-114.5671,35.1559,"Carl's Jr/Green Burrito-Bullhead City,AZ","640 N Hwy 95, Bullhead City,AZ 86429, (928) 754-1150"
-111.713512,32.879463,"Carl's Jr-Casa Grande,AZ","1715 E Florence Blvd, Casa Grande,AZ 85222-4763, (520) 421-9793"
-111.999125,34.71184,"Carl's Jr-Cottonwood,AZ","2560 E Rio Mesa Trail, Cottonwood,AZ 80326, (928) 634-5338"
-109.559796,31.339008,"Carl's Jr-Douglas,AZ","105 E 5th St, Douglas,AZ 85607, (520) 364-3691"
-111.619562,32.781053,"Carl's Jr/Green Burrito-Eloy,AZ","3090 N Toltec Rd, Eloy,AZ 85231, (520) 466-9385"
-112.732728,32.943741,"Carl's Jr-Gila Bend,AZ","826 W Pima St, Gila Bend,AZ 85337, (928) 683-9973"
-111.686903,33.318325,"Carl's Jr-Gilbert,AZ","5378 S Powers Rd, Gilbert,AZ 85295, (480) 279-1743"
-111.788119,33.277311,"Carl's Jr-Gilbert,AZ","85 E Germann Rd, Gilbert,AZ 85297, (480) 899-0544"
-112.168778,33.610563,"Carl's Jr-Glendale,AZ","5105 W Thunderbird Rd, Glendale,AZ 85306-4841, (602) 978-5020"
-112.183566,33.552963,"Carl's Jr-Glendale,AZ","5775 W Northern Ave, Glendale,AZ 85301-1334, (623) 915-7586"
-112.2655487,33.5327759,"Carl's Jr-Glendale,AZ","6706 N 95th Ave, Glendale,AZ 85305, (480) 736-2461"
-112.426821,33.437238,"Carl's Jr-Goodyear,AZ","1083 S Cotton Ln, Goodyear,AZ 85338, (623) 925-8237"
-111.963583,33.378063,"Carl's Jr/Green Burrito-Guadalupe,AZ","1519 W Baseline Rd, Guadalupe,AZ 85283, (480) 838-4063"
-110.151372,34.918345,"Carl's Jr-Holbrook,AZ","1635 N Navajo Blvd, Holbrook,AZ 86025, (928) 524-2252"
-114.036059,35.222976,"Carl's Jr-Kingman,AZ","3440 Stockton Hill Rd, Kingman,AZ 86409, (928) 681-1111"
-114.064918,35.190837,"Carl's Jr-Kingman,AZ","789 W Beale St, Kingman,AZ 86401-5942, (928) 753-1989"
-114.315489,34.72579,"Carl's Jr/Green Burrito-Lake Havasu City,AZ","14875 S Hwy 95, Lake Havasu City,AZ 86404, (928) 764-1051"
-114.348065,34.48195,"Carl's Jr/Green Burrito-Lake Havasu City,AZ","275 N Lake Havasu Avenue, Lake Havasu City,AZ 86403, (928) 680-4025"
-112.16672,33.377637,"Carl's Jr-Laveen,AZ","5040 W Baseline Rd, Laveen,AZ 85339-7324, (623) 925-8322"
-111.2344,32.4417,"Carl's Jr/Green Burrito-Marana,AZ","3790 W Ina Rd, Marana,AZ 85653-2093, (520) 744-0392"
-111.869635,33.434663,"Carl's Jr-Mesa,AZ","1015 N Dobson Rd, Mesa,AZ 85201, (480) 962-1406"
-111.788463,33.390846,"Carl's Jr/Green Burrito-Mesa,AZ","1352 S Gilbert Rd, Mesa,AZ 85204-6004, (480) 892-4793"
-111.862544,33.393337,"Carl's Jr/Green Burrito-Mesa,AZ","1440 W Southern Ave, Mesa,AZ 85202, (480) 969-1383"
-111.840263,33.381335,"Carl's Jr-Mesa,AZ","1850 S Country Club, Mesa,AZ 85210, (480) 835-1925"
-111.839951,33.451575,"Carl's Jr-Mesa,AZ","2002 N Country Club Dr, Mesa,AZ 85201-1205, (480) 834-3381"
-111.733535,33.451719,"Carl's Jr-Mesa,AZ","4515 E Mckellips Rd, Mesa,AZ 85215-2523, (480) 985-9260"
-110.947397,31.364694,"Carl's Jr-Nogales,AZ","800 W Mariposa Rd, Nogales,AZ 85621, (520) 281-9699"
-112.220464,33.595099,"Carl's Jr-Peoria,AZ","12110 N 75th Ave, Peoria,AZ 85345-8204, (623) 412-1053"
-112.268,33.5515,"Carl's Jr-Peoria,AZ","9360 W Northern Ave, Peoria,AZ 85345, (623) 877-2078"
-112.169365,33.460571,"Carl's Jr/Green Burrito-Phoenix,AZ","1202 N 51st Ave, Phoenix,AZ 85043, (602) 269-3119"
-112.096912,33.524078,"Carl's Jr-Phoenix,AZ","1753 W Bethany Home Rd, Phoenix,AZ 85015, (602) 249-8108"
-112.031303,33.480437,"Carl's Jr/Green Burrito-Phoenix,AZ","2342 E Thomas Rd, Phoenix,AZ 85016, (602) 955-6419"
-112.032075,33.640263,"Carl's Jr/Green Burrito-Phoenix,AZ","2343 E Bell Rd, Phoenix,AZ 85022, (602) 482-9869"
-112.10926,33.712763,"Carl's Jr-Phoenix,AZ","2501 W Happy Valley Rd Ste 44, Phoenix,AZ 85085-3702, (623) 434-0081"
-112.118487,33.480537,"Carl's Jr-Phoenix,AZ","2750 W Thomas Rd, Phoenix,AZ 85017-5514, (602) 233-1385"
-112.133652,33.639837,"Carl's Jr-Phoenix,AZ","3470 W Bell Rd, Phoenix,AZ 85053-2926, (602) 863-3129"
-112.154128,33.509363,"Carl's Jr-Phoenix,AZ","4311 W Camelback Rd, Phoenix,AZ 85031-1424, (623) 245-1041"
-111.977849,33.305537,"Carl's Jr/Green Burrito-Phoenix,AZ","4916 E Chandler Blvd, Phoenix,AZ 85048-0859, (480) 753-5733"
-112.223119,33.480321,"Carl's Jr/Green Burrito-Phoenix,AZ","7610 W Thomas, Phoenix,AZ 85033-5434, (623) 245-7015"
