-85.29126,31.548676,"Hardee's-Abbeville,AL","650 Ozark Rd, Abbeville,AL 36310, (334) 575-5249"
-86.822956,33.223061,"Hardee's-Alabaster,AL","9940 Hwy 119, Alabaster,AL 35007, (205) 664-0087"
-86.265852,34.297978,"Hardee's/Red Burrito-Albertville,AL","11024 US Highway 431, Albertville,AL 35950, (256) 878-3777"
-85.948654,32.930904,"Hardee's-Alexander City,AL","1249 Cherokee Rd, Alexander City,AL 35010, (256) 234-4191"
-86.427032,31.22423,"Hardee's-Andalusia,AL","1202 E Bypass, Andalusia,AL 36420, (334) 222-7315"
-86.972488,34.794804,"Hardee's/Red Burrito-Athens,AL","1110 S Jefferson St, Athens,AL 35611, (256) 232-8400"
-87.486205,31.072205,"Hardee's-Atmore,AL","25 Lakeview Cir, Atmore,AL 36502-6311, (251) 446-1657"
-86.093796,33.997265,"Hardee's/Red Burrito-Attalla,AL","970 Gilbert Ferry Rd SE, Attalla,AL 35954, (256) 538-0107"
-85.509193,32.590057,"Hardee's/Red Burrito-Auburn,AL","800 Wire Rd, Auburn,AL 36832, (334) 329-7028"
-87.781578,30.879011,"Hardee's-Bay Minett,AL","701 Dolive St, Bay Minette,AL 36507, (251) 937-2378"
-86.6968943,33.5909921,"Hardee's/Red Burrito-Birmingham,AL","9400 Parkway East, Birmingham,AL 35215, (205) 833-5377"
-86.15564,34.211472,"Hardee's/Red Burrito-Boaz,AL","1771 US Highway 431, Boaz,AL 35957, (256) 593-7366"
-85.734077,34.970757,"Hardee's-Bridgeport,AL","50770 Old Hwy 72, Bridgeport,AL 35740, (256) 495-2181"
-85.830086,31.720217,"Hardee's-Brundidge,AL","499 W Troy St, Brundidge,AL 36010, (334) 219-7352"
-88.221092,32.089993,"Hardee's/Red Burrito-Butler,AL","109 E Pushmataha St, Butler,AL 36904, (205) 459-4240"
-86.753021,33.100311,"Hardee's/Red Burrito-Calera,AL","8441 Hwy 31 S, Calera,AL 35040, (205) 668-0402"
-87.295303,31.987343,"Hardee's-Camden,AL","35 Highway 41 N, Camden,AL 36726, (334) 682-4147"
-88.238274,31.103096,"Hardee's-Citronelle,AL","19765 N 3rd St, Citronelle,AL 36522, (251) 866-0325"
-86.862015,34.117199,"Hardee's/Red Burrito-Cullman,AL","1535 County Rd 437, Cullman,AL 35055, (256) 737-0056"
